Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,Added By,Added At
spotify:track:5JtPGzRgrWxkXX9LoROq3d,1901,spotify:artist:1xU878Z1QtBldR7ru9owdU,Phoenix,spotify:album:6YXmQrXOjJoMheJ2IA5NqK,Wolfgang Amadeus Phoenix,spotify:artist:1xU878Z1QtBldR7ru9owdU,Phoenix,1/1/2009,https://i.scdn.co/image/ab67616d0000b2732734934f36a17722c5faa058,1,2,193106,,FALSE,0,spotify:user:piano_l0rd,2020-04-27T18:53:24Z
spotify:track:5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,spotify:artist:00tVTdpEhQQw1bqdu8RCx2,Blue Öyster Cult,spotify:album:6C9WzlQANeoD0GW5B41YJt,Agents Of Fortune,spotify:artist:00tVTdpEhQQw1bqdu8RCx2,Blue Öyster Cult,1976,https://i.scdn.co/image/ab67616d0000b2733ac318439ae56ce048d7bf5d,1,3,308120,https://p.scdn.co/mp3-preview/7506c69eeadd2ba6fcda4df93765cab7e42d6c4f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,77,spotify:user:piano_l0rd,2020-04-27T18:48:28Z
spotify:track:0fNRP7t5ObZ5OQMpD8BB9N,(You're A) Strange Animal,spotify:artist:732h1QEXVf21E1QTOmOAQY,Gowan,spotify:album:3SndQtJJfJTPMBDLUfTa0g,Strange Animal,spotify:artist:732h1QEXVf21E1QTOmOAQY,Gowan,1985,https://i.scdn.co/image/ab67616d0000b273957a08e2989ca1f5a6ceec10,1,8,282800,,FALSE,0,spotify:user:piano_l0rd,2020-04-27T18:53:12Z
spotify:track:5ciVbec3OvJFTC83heViph,*~アスタリスク~ (第1-25話 OP),spotify:artist:1gw8PH4nhIqpYrcwsNq9zC,Muray,spotify:album:2CMKRFZaJMtE66qJJ72wEb,熱烈!アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「BLEACH」 vol.1 [主題歌OP/ED 編],spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2/1/2015,https://i.scdn.co/image/ab67616d0000b273e9f8ece48bc7cf253b446198,1,1,254245,https://p.scdn.co/mp3-preview/3b885c1b9d49f5be6e99491a54e26271a34ec068?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,36,spotify:user:piano_l0rd,2020-09-17T15:08:14Z
spotify:track:2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)","spotify:artist:7z5WFjZAIYejWy0NI5lv4T, spotify:artist:1uNFoZAHBGtllmzznpCI3s","Dan + Shay, Justin Bieber",spotify:album:4ow6xJwn49gpWz7iHpOzWY,"10,000 Hours (with Justin Bieber)","spotify:artist:7z5WFjZAIYejWy0NI5lv4T, spotify:artist:1uNFoZAHBGtllmzznpCI3s","Dan + Shay, Justin Bieber",10/4/2019,https://i.scdn.co/image/ab67616d0000b27386953b1cbaa29e477db0b479,1,1,167693,https://p.scdn.co/mp3-preview/cc200787df581ee0d68901463212f6cf76165113?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,82,spotify:user:piano_l0rd,2021-01-24T01:31:00Z
spotify:track:16e4Q3plJrKkncoLKR1CQ1,"10,000 Reasons (Bless the Lord)",spotify:artist:0bz9hDpUbAw5JElgEiuIYZ,Matt Redman,spotify:album:0ki2QwpUYzRzbzvgk6AHLG,"10,000 Reasons",spotify:artist:0bz9hDpUbAw5JElgEiuIYZ,Matt Redman,2011,https://i.scdn.co/image/ab67616d0000b273f5d238f8a0664632fa4658c8,1,4,342493,,FALSE,0,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:2lFlveK1y13WWp3vnQtrr3,100 Years,spotify:artist:7FgMLbnZVrEnir95O0YujA,Five For Fighting,spotify:album:6RWEJvVwr8aCQfRchRhjMq,The Battle for Everything,spotify:artist:7FgMLbnZVrEnir95O0YujA,Five For Fighting,2003,https://i.scdn.co/image/ab67616d0000b273dbcfeefa73330cc4b762fdf8,1,4,244600,https://p.scdn.co/mp3-preview/dd87971b6353821353690396d41959526dbec3d6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,spotify:user:piano_l0rd,2020-04-28T06:43:19Z
spotify:track:5fIq2ovEhDIyV5Hx1epC4c,1000 Nights,spotify:artist:7xEFii6utZmQ61kX59HmLH,FRENSHIP,spotify:album:6SbIkCWBipryUQZZprSM2y,1000 Nights,spotify:artist:7xEFii6utZmQ61kX59HmLH,FRENSHIP,1/27/2017,https://i.scdn.co/image/ab67616d0000b273149a66763ab8cae20d794b82,1,1,240293,https://p.scdn.co/mp3-preview/a63035b5c9368ad3b5fdeaed26917fe580bbf8cd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,56,spotify:user:piano_l0rd,2020-04-27T18:48:28Z
spotify:track:5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,"spotify:artist:4xRYI6VqpkE3UwrDrAZL8L, spotify:artist:2wUjUUtkb5lvLKcGKsKqsR, spotify:artist:6LuN9FCkKOj5PcnpouEgny","Logic, Alessia Cara, Khalid",spotify:album:1HiN2YXZcc3EjmVZ4WjfBk,Everybody,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Logic,5/5/2017,https://i.scdn.co/image/ab67616d0000b273cfdf40cf325b609a52457805,1,10,250173,https://p.scdn.co/mp3-preview/3bf8f4d3ea210e859802b6b98d18ea940a53d986?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,81,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,spotify:album:55RhFRyQFihIyGf61MgcfV,Mellon Collie And The Infinite Sadness (Deluxe Edition),spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,1995,https://i.scdn.co/image/ab67616d0000b273431ac6e6f393acf475730ec6,2,5,266200,https://p.scdn.co/mp3-preview/8f1751aeb42edfdbbca0f2d3cdf899a2a7a0279e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,79,spotify:user:piano_l0rd,2020-04-27T18:50:46Z
spotify:track:64yrDBpcdwEdNY9loyEGbX,21 Guns,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:1AHZd3C3S8m8fFrhFxyk79,21st Century Breakdown,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,5/15/2009,https://i.scdn.co/image/ab67616d0000b273c2ced39899b0d67cd5a724fa,1,16,321093,https://p.scdn.co/mp3-preview/f51d96ac969e9051697ddbf4a2dd0cca062f42f0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,78,spotify:user:piano_l0rd,2020-04-27T18:48:14Z
spotify:track:5vYA1mW9g2Coh1HUFUSmlb,3AM,spotify:artist:3Ngh2zDBRPEriyxQDAMKd1,Matchbox Twenty,spotify:album:4vUXTcKz7tXxrNl84meN6i,Yourself or Someone Like You,spotify:artist:3Ngh2zDBRPEriyxQDAMKd1,Matchbox Twenty,10/1/1996,https://i.scdn.co/image/ab67616d0000b27323dbfb8b3b1be429587f5380,1,3,225946,https://p.scdn.co/mp3-preview/10523da5103c33adccc8ece436e435ba97586a04?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,spotify:user:piano_l0rd,2020-04-27T18:48:14Z
spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,50 Ways to Leave Your Lover,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,spotify:album:4A366gjTrYQwmRtkTezF2W,Still Crazy After All These Years,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,10/25/1975,https://i.scdn.co/image/ab67616d0000b2733879ef4375b97d2b58bf0768,1,4,217346,https://p.scdn.co/mp3-preview/b4885f643008c966653166f07d775bc2d62aaaa8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,spotify:user:piano_l0rd,2021-06-25T23:38:33Z
spotify:track:5kqIPrATaCc2LqxVWzQGbk,7 Years,spotify:artist:25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,spotify:album:4rFrdkSWs0dtj0rWPzOk1v,Lukas Graham,spotify:artist:25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,4/1/2016,https://i.scdn.co/image/ab67616d0000b2732d94d0f04e9a58d1654b760b,1,1,237300,https://p.scdn.co/mp3-preview/7ce6f47335f7513a448d434b81475a93c048eba4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,82,spotify:user:piano_l0rd,2020-04-27T18:50:46Z
spotify:track:00MI0oGDVJYM1qWbyUOIhH,867-5309 / Jenny,spotify:artist:1n2LWYgwtGp7EzDapUoniE,Tommy Tutone,spotify:album:6lqQzf2MGsTQ577cGXIfcK,867-5309 / Jenny,spotify:artist:1n2LWYgwtGp7EzDapUoniE,Tommy Tutone,4/9/2008,https://i.scdn.co/image/ab67616d0000b273309b7181a6f107e055463249,1,1,231080,https://p.scdn.co/mp3-preview/ba063df225b65a06550b572345836b4a77f173c2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,46,spotify:user:piano_l0rd,2020-12-04T01:16:51Z
spotify:track:4RRCjocNAHHT4Bo5sIdJlF,92 Explorer,spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone,spotify:album:6A6weHMYzpMdFyLwCBCOiS,beerbongs & bentleys,spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone,4/27/2018,https://i.scdn.co/image/ab67616d0000b273e973c79b907b28afec1b12c9,1,16,211426,https://p.scdn.co/mp3-preview/1d8d09c34f70c4170658f4ed3573fd64f2baa9dd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,41,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:3KF7itkrBxHgqJfyc506Al,99 Red Balloons,spotify:artist:6Tz0QRoe083BcOo2YbG9lV,Nena,spotify:album:0pvhletDH7CphbKErUtPCF,80s 100 Hits,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2/26/2010,https://i.scdn.co/image/ab67616d0000b273db56ceff816b668b7b6f04ff,1,61,230666,,FALSE,0,spotify:user:piano_l0rd,2020-04-27T18:48:14Z
spotify:track:5IXeOf1hqORwp8b6c1Asqa,99 Red Balloons,spotify:artist:7sVQKNtdP2NylxMgbNOJMM,Goldfinger,spotify:album:2Fhk8LPPX8d14HwEKjmJ1O,The Best Of Goldfinger,spotify:artist:7sVQKNtdP2NylxMgbNOJMM,Goldfinger,7/16/2005,https://i.scdn.co/image/ab67616d0000b273c674bca8bd8b2add7ebcbdfc,1,10,234266,https://p.scdn.co/mp3-preview/cb24f3ef89fc71a4b40f9d47fddb60a1853881f6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52,spotify:user:piano_l0rd,2020-04-27T18:49:47Z
spotify:track:5rAxhWcgFng3s570sGO2F8,A Place for My Head,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:album:6hPkbAV3ZXpGZBGUvL6jVM,Hybrid Theory (Bonus Edition),spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,10/24/2000,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,1,9,184640,https://p.scdn.co/mp3-preview/df3f85fe898f496e53e544a3c690dc11f3f99d11?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,spotify:user:piano_l0rd,2020-04-27T18:50:34Z
spotify:track:4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,spotify:artist:5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,spotify:album:5e7T2qUigzt0oIr50KsOld,Be Not Nobody,spotify:artist:5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,4/30/2002,https://i.scdn.co/image/ab67616d0000b273bc3ada3a19bb4e657f10917e,1,3,237493,https://p.scdn.co/mp3-preview/429ea316a464cbefc5d8c74ccb26535d1f41b6dc?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,79,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:1TLi1SdXHwnwcelMhcvHq7,A.I.N.Y.,spotify:artist:7aRC4L63dBn3CiLDuWaLSI,G.E.M.,spotify:album:4uUQ8WSaEXwrjC3b0gKt58,18…,spotify:artist:7aRC4L63dBn3CiLDuWaLSI,G.E.M.,10/27/2009,https://i.scdn.co/image/ab67616d0000b2730eff9585ca865baf816e3895,1,4,224493,https://p.scdn.co/mp3-preview/c1a7e0c6af7840958052f62c445d5259181ecd76?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,48,spotify:user:piano_l0rd,2020-04-27T18:47:32Z
spotify:track:1751vOOUFaKKj09OK6x1Hc,初學者,spotify:artist:1cg0bYpP5e2DNG0RgK2CMN,Joker Xue,spotify:album:4IlbFUwa4Fd5laEAD3H6lQ,初學者,spotify:artist:1cg0bYpP5e2DNG0RgK2CMN,Joker Xue,7/18/2016,https://i.scdn.co/image/ab67616d0000b2733d1553946057b2a7c3eeebed,1,1,280000,https://p.scdn.co/mp3-preview/3fb319083dfaf362d717cd5e4eb3d9fb67b9dbc5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,31,spotify:user:piano_l0rd,2020-04-27T18:47:32Z
spotify:track:749ROZZstvy0OzCMgNjnXf,丑八怪,spotify:artist:1cg0bYpP5e2DNG0RgK2CMN,Joker Xue,spotify:album:6fdVEfGvTcT7TgipOorHD5,意外,spotify:artist:1cg0bYpP5e2DNG0RgK2CMN,Joker Xue,11/11/2013,https://i.scdn.co/image/3b02860c79e309b042df6007867617088733495c,1,1,253127,https://p.scdn.co/mp3-preview/a557fd9090cc28961bb053d854822a2d6b80786d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52,spotify:user:piano_l0rd,2020-04-27T18:47:32Z
spotify:track:1ASMlcJuQcNIh3Snofjr2T,一塊紅布,spotify:artist:1cUYiXxia1CUsYP51gsDeh,Cui Jian,spotify:album:7ftK8npyyqrpqXFteYFRb1,搖滾交響音樂會,spotify:artist:1cUYiXxia1CUsYP51gsDeh,Cui Jian,8/23/2017,https://i.scdn.co/image/ab67616d0000b273258c00d4474c951df3585021,2,4,383320,,FALSE,0,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:1Vyrq6nRnOXXpFxpVZqOGA,一無所有,spotify:artist:1cUYiXxia1CUsYP51gsDeh,Cui Jian,spotify:album:7ftK8npyyqrpqXFteYFRb1,搖滾交響音樂會,spotify:artist:1cUYiXxia1CUsYP51gsDeh,Cui Jian,8/23/2017,https://i.scdn.co/image/ab67616d0000b273258c00d4474c951df3585021,2,5,395280,,FALSE,0,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:52iiHWnWlRaYwUobhKGXW3,存在,spotify:artist:10LslMPb7P5j9L2QXGZBmM,Wang Feng,spotify:album:55HG3LY27TtiFtuIMS2Lx2,生无所求 (Life Asks For Nothing),spotify:artist:10LslMPb7P5j9L2QXGZBmM,Wang Feng,11/16/2011,https://i.scdn.co/image/ab67616d0000b2736f3ed5e0409e32a86eed5246,1,2,284466,https://p.scdn.co/mp3-preview/6407c46ddfb415e252ce653b1cde2c3bb5f5040f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,spotify:user:piano_l0rd,2020-12-24T18:29:36Z
spotify:track:4XglvuvmwdVQ1MpV3zNUnR,大海,spotify:artist:3LefT7hR0PJgShJNQoPns5,Zhang Yu Sheng,spotify:album:1ioRUboKR3ciyuYcVuYTDA,大海,spotify:artist:3LefT7hR0PJgShJNQoPns5,Zhang Yu Sheng,11/28/1992,https://i.scdn.co/image/ab67616d0000b27376f073ba4f233d6e858115b3,1,6,280026,https://p.scdn.co/mp3-preview/035d87a5eebeddc231664e93562164681ef2b324?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,spotify:user:piano_l0rd,2020-08-22T16:45:26Z
spotify:track:632VyMrvhsHIsO4zq9khts,她說,spotify:artist:7Dx7RhX0mFuXhCOUgB01uM,JJ Lin,spotify:album:2jzTdhgI2kvDx6NerFsRe8,她說,spotify:artist:7Dx7RhX0mFuXhCOUgB01uM,JJ Lin,12/8/2010,https://i.scdn.co/image/ab67616d0000b2731e7c1f167d1a6fdd2d8cab10,1,1,318499,https://p.scdn.co/mp3-preview/66755224750e4772dc921bd38652f3d83fc87c00?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,spotify:user:piano_l0rd,2020-12-25T04:13:08Z
spotify:track:3urogUGoBidulMDDoucJBB,剛剛好,spotify:artist:1cg0bYpP5e2DNG0RgK2CMN,Joker Xue,spotify:album:4IlbFUwa4Fd5laEAD3H6lQ,初學者,spotify:artist:1cg0bYpP5e2DNG0RgK2CMN,Joker Xue,7/18/2016,https://i.scdn.co/image/ab67616d0000b2733d1553946057b2a7c3eeebed,1,2,250482,https://p.scdn.co/mp3-preview/a1175e0cecef2ed4a7ad1e540b33a5c3de26f97d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,spotify:user:piano_l0rd,2020-04-27T18:47:32Z
spotify:track:6WoQzK5Exbfcmow1AoNRkl,可惜沒如果,spotify:artist:7Dx7RhX0mFuXhCOUgB01uM,JJ Lin,spotify:album:4kXABOKrhJ2jKUNYGRQPr8,新地球,spotify:artist:7Dx7RhX0mFuXhCOUgB01uM,JJ Lin,12/27/2014,https://i.scdn.co/image/ab67616d0000b273a5f5d2df443e110d9e1f2212,1,7,298293,https://p.scdn.co/mp3-preview/d6cf9cbc3cb212580c6662da77c0dd51b41d0a74?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,spotify:user:piano_l0rd,2020-04-27T18:47:32Z
spotify:track:7pgDE8bao2x7g43OdH3WSb,可能否,spotify:artist:6voX0wHf7POAZ2vbg8hb22,花僮,spotify:album:6g3JPDlndbTN3KxHFJHYFd,可能否,spotify:artist:6voX0wHf7POAZ2vbg8hb22,花僮,11/9/2018,https://i.scdn.co/image/ab67616d0000b273770bed22f196d7a7a3242bad,1,1,231932,,FALSE,0,spotify:user:piano_l0rd,2020-04-27T18:40:02Z
spotify:track:5SMQrzM29uuyl99pEtHc4z,半點心,spotify:artist:5IxPdROZmnCyD6TBuSJMYE,Grasshopper,spotify:album:0xifN8vn4Pukdln7gUOXC6,失戀陣線聯盟,spotify:artist:5IxPdROZmnCyD6TBuSJMYE,Grasshopper,10/18/1990,https://i.scdn.co/image/ab67616d0000b273ddec014074176d8b2a847c0f,1,1,232800,https://p.scdn.co/mp3-preview/cc31ab55b851a3f278dde7c316d49c04cc478f25?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,32,spotify:user:piano_l0rd,2021-05-17T16:34:22Z
spotify:local:%E9%A9%AC%E8%89%AF:%E5%BE%80%E5%90%8E%E4%BD%99%E7%94%9F1:%E5%BE%80%E5%90%8E%E4%BD%99%E7%94%9F:236,往后余生,,马良,,往后余生1,,,,,0,0,236000,,FALSE,0,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:6LunoYd3xpZ19sICOXS8Xd,演員,spotify:artist:1cg0bYpP5e2DNG0RgK2CMN,Joker Xue,spotify:album:4IlbFUwa4Fd5laEAD3H6lQ,初學者,spotify:artist:1cg0bYpP5e2DNG0RgK2CMN,Joker Xue,7/18/2016,https://i.scdn.co/image/ab67616d0000b2733d1553946057b2a7c3eeebed,1,4,261249,https://p.scdn.co/mp3-preview/81b1c5371fb5d3566e55263c9477d99af9dd7775?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,62,spotify:user:piano_l0rd,2020-04-27T18:47:32Z
spotify:track:5NG3DDuMg90pe4IpVP6hR5,沉默是金 - 修復版,spotify:artist:0J0B4opXWYSCeqULCV6YDZ,唐尼,spotify:album:7p69f5o0fgIsp0BjZzWYhQ,"唐尼, Vol. 29: 夠了! 夠了! (修復版)",spotify:artist:0J0B4opXWYSCeqULCV6YDZ,唐尼,11/16/2015,https://i.scdn.co/image/ab67616d0000b2736fd8e9e990716f95685ebbaf,1,2,243026,https://p.scdn.co/mp3-preview/d040eb322b09e49640d8771bda2a6b2699764547?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:4IJhvqEO9hwSpz6gM7y1SF,月亮代表我的心,spotify:artist:3ienC90A5I1X3irDyQoqWZ,Teresa Teng,spotify:album:5dnNtxG5W2IXVtgmsIxCIT,天國的情人 - 鄧麗君逝世十周年紀念聲影存集,spotify:artist:3ienC90A5I1X3irDyQoqWZ,Teresa Teng,1/1/2010,https://i.scdn.co/image/ab67616d0000b27311c544bff53efd0b113713f2,1,9,210986,https://p.scdn.co/mp3-preview/6fe493ff803fafd52998f0b03fb9480cdb7aa531?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,41,spotify:user:piano_l0rd,2020-04-27T18:47:59Z
spotify:track:3Gl0Y21R2b5fPPxge18pTu,朋友,spotify:artist:6wcIBaOvA9XNGgPujYZZ7L,Wakin Chau,spotify:album:1xymvBEFAshTF18RAyFXQv,朋友,spotify:artist:6wcIBaOvA9XNGgPujYZZ7L,Wakin Chau,4/16/1997,https://i.scdn.co/image/ab67616d0000b273d9d2f20b4a6a0769a35ad2b9,1,2,312333,https://p.scdn.co/mp3-preview/0e9682beff67f5d6f66f0de3a15802919db572cc?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,spotify:user:piano_l0rd,2020-04-27T18:47:44Z
spotify:track:2374M0fQpWi3dLnB54qaLX,Africa,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF,TOTO,spotify:album:62U7xIHcID94o20Of5ea4D,Toto IV,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF,TOTO,4/8/1982,https://i.scdn.co/image/ab67616d0000b2734a052b99c042dc15f933145b,1,10,295893,https://p.scdn.co/mp3-preview/5afc1a0779af1d85cf7ea38f7bc5f457cbbe9d8e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,85,spotify:user:piano_l0rd,2020-04-27T18:53:24Z
spotify:track:1KbuhBnzMHp4eq1q6flhWd,Ain't No Mountain High Enough,spotify:artist:3MdG05syQeRYPPcClLaUGl,Diana Ross,spotify:album:2iPkYpFitI1RXmnnza1PeN,Diamond Diana: The Legacy Collection,spotify:artist:3MdG05syQeRYPPcClLaUGl,Diana Ross,11/17/2017,https://i.scdn.co/image/ab67616d0000b273349e3a33d75ff26510f40675,1,13,215200,https://p.scdn.co/mp3-preview/0cd37c8973c33feb2539f071c278e97b6c4ed85a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:0ddmUcKR9WjqmaT4FlhMNU,Ain't Talkin' 'Bout Love,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,Van Halen,spotify:album:7ndqT6LH9o6YQ5uA7aT0St,Best of Volume 1,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,Van Halen,9/24/1996,https://i.scdn.co/image/ab67616d0000b27343de9079ae02773c1fae9a26,1,2,226973,https://p.scdn.co/mp3-preview/72baa85b6a2cf2791db368b341002e65ef798cea?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,46,spotify:user:piano_l0rd,2021-07-11T08:10:12Z
spotify:track:45WDAb03zQUjnhnDLdQXSS,Ain't That America,spotify:artist:0U0bp8xZ0aCJrVZqsP3Npd,Tom Canonman,spotify:album:3LhyUnz6C7GdN80PaH7zXa,Ain't That America,spotify:artist:0U0bp8xZ0aCJrVZqsP3Npd,Tom Canonman,6/5/2012,https://i.scdn.co/image/ab67616d0000b273e5d44937849df806159ecc22,1,1,285512,https://p.scdn.co/mp3-preview/259a585719d2f528821e89e125ecac528dfeb4b0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,36,spotify:user:piano_l0rd,2020-04-27T18:48:28Z
spotify:track:5AUik8ja3MFFVau17OuOqW,"Akatsuki (From ""Naruto Shippuden"")",spotify:artist:4U1LKrNINY8hIwM1CkUA5J,Rayden,spotify:album:7dgUZjblMj0CpCfsyYuaCI,"Akatsuki (From ""Naruto Shippuden"")",spotify:artist:4U1LKrNINY8hIwM1CkUA5J,Rayden,2015,https://i.scdn.co/image/ab67616d0000b27397bda31e07ff430bbdeb46be,1,1,172562,,FALSE,0,spotify:user:piano_l0rd,2021-03-12T06:20:55Z
spotify:track:1X4Ntw6Lbaa1ACgilCqMpr,Alive - Chris Lord-Alge Mix,spotify:artist:6KO6G41BBLTDNYOLefWTMU,P.O.D.,spotify:album:4eUmncMYQRg0Ot29KKqbuk,Satellite (U.S. Version),spotify:artist:6KO6G41BBLTDNYOLefWTMU,P.O.D.,9/11/2001,https://i.scdn.co/image/ab67616d0000b27395741aa186187b05e0653245,1,2,205026,https://p.scdn.co/mp3-preview/ef5f39715efd8348f676f92a7843b35f6868b541?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,65,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:7xdLNxZCtY68x5MAOBEmBq,All Along the Watchtower,spotify:artist:776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,spotify:album:2vfiwvlxOBNBohRXfvlMtY,Experience Hendrix: The Best Of Jimi Hendrix,spotify:artist:776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,9/16/1997,https://i.scdn.co/image/ab67616d0000b2737bfdcc5707e04f9418d2b69d,1,5,238626,https://p.scdn.co/mp3-preview/1a0813e03990f0931f15562af82aae1ea83cf094?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,58,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,spotify:artist:776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,spotify:album:5z090LQztiqh13wYspQvKQ,Electric Ladyland,spotify:artist:776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,10/25/1968,https://i.scdn.co/image/ab67616d0000b273522088789d49e216d9818292,1,15,240800,https://p.scdn.co/mp3-preview/e1bfb6b98c39f913b9af531477b25effdff9f22d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,78,spotify:user:piano_l0rd,2020-04-27T18:49:59Z
spotify:track:22L7bfCiAkJo5xGSQgmiIO,All Of The Lights,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:20r762YmB5HeofjMCiPMLv,My Beautiful Dark Twisted Fantasy,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,11/22/2010,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,1,5,299613,https://p.scdn.co/mp3-preview/92e2009566e3c32776a77b63bbbe3bc25f1bd3f7?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,80,spotify:user:piano_l0rd,2020-04-27T18:51:39Z
spotify:track:3cfOd4CMv2snFaKAnMdnvK,All Star,spotify:artist:2iEvnFsWxR0Syqu2JNopAd,Smash Mouth,spotify:album:2kyTLcEZe6nc1s6ve0zW9P,Astro Lounge,spotify:artist:2iEvnFsWxR0Syqu2JNopAd,Smash Mouth,6/8/1999,https://i.scdn.co/image/ab67616d0000b2734f3bbf9631faeb8de9912a23,1,5,200373,https://p.scdn.co/mp3-preview/efee01ec7dfdb79972a30561ddcabbf0b5a936ab?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,82,spotify:user:piano_l0rd,2021-10-06T17:56:02Z
